name,region,rating,Red Wine_Collectible,Red Wine_Green Wine,Red Wine_Pink and Rosé,Red Wine_Red Wine,Red Wine_Screw Cap,Red Wine_Sparkling & Champagne,Red Wine_White Wine
G.D. Vajra Nebbiolo Langhe 2014,"Piedmont, Italy",90.0,False,False,False,True,False,False,False
G.D. Vajra Nebbiolo Langhe 2016,"Piedmont, Italy",92.0,False,False,False,True,False,False,False
Gehricke Knights Valley Cabernet Sauvignon 2014,"Knights Valley, Sonoma County, California",90.0,False,False,False,True,False,False,False
Gehricke Knights Valley Cabernet Sauvignon 2015,"Knights Valley, Sonoma County, California",90.0,False,False,False,True,False,False,False
Gehricke Los Carneros Pinot Noir 2012,"Carneros, California",91.0,False,False,False,True,False,False,False
Gehricke Russian River Valley Pinot Noir 2013,"Russian River, Sonoma County, California",90.0,False,False,False,True,False,False,False
Gehricke Russian River Valley Pinot Noir 2014,"Russian River, Sonoma County, California",91.0,False,False,False,True,False,False,False
Gehricke Zinfandel 2014,"Russian River, Sonoma County, California",90.0,False,False,False,True,False,False,False
Gehricke Zinfandel 2015,"Russian River, Sonoma County, California",91.0,False,False,False,True,False,False,False
Gehricke Zinfandel 2016,"Russian River, Sonoma County, California",90.0,False,False,False,True,False,False,False
Gemstone Vineyard Alluvial Selection Cabernet Sauvignon 2015,"Yountville, Napa Valley, California",92.0,False,False,False,True,False,False,False
Gemstone Vineyard Alluvial Selection Cabernet Sauvignon 2016,"Yountville, Napa Valley, California",93.0,False,False,False,True,False,False,False
Gemstone Vineyard Estate Cabernet Sauvignon 2007,"Napa Valley, California",95.0,False,False,False,True,False,False,False
Gemstone Vineyard Estate Cabernet Sauvignon 2012,"Yountville, Napa Valley, California",93.0,False,False,False,True,False,False,False
Gemstone Vineyard Estate Cabernet Sauvignon 2013,"Yountville, Napa Valley, California",96.0,False,False,False,True,False,False,False
Gemstone Vineyard Estate Cabernet Sauvignon 2014,"Yountville, Napa Valley, California",95.0,False,False,False,True,False,False,False
Gemstone Vineyard Estate Red Wine 2013,"Yountville, Napa Valley, California",96.0,False,False,False,True,False,False,False
Gemstone Vineyard Estate Red Wine 2012,"Napa Valley, California",92.0,False,False,False,True,False,False,False
Gemstone Vineyard Estate Red Wine 2014,"Yountville, Napa Valley, California",93.0,False,False,False,True,False,False,False
Gemstone Vineyard Heritage Selection Cabernet Sauvignon 2015,"Yountville, Napa Valley, California",93.0,False,False,False,True,False,False,False
Gemtree Vineyards Uncut Shiraz 2008,"McLaren Vale, South Australia, Australia",91.0,False,False,False,True,False,False,False
Gen del Alma Otra Piel 2014,"Uco Valley, Mendoza, Argentina",91.0,False,False,False,True,False,False,False
GEN5 Chardonnay 2015,"Lodi, California",90.0,False,False,False,False,False,False,True
GEN5 Chardonnay 2016,"Lodi, California",89.0,False,False,False,False,False,False,True
Genium Cellar Costers Priorat 2004,"Priorat, Spain",93.0,False,False,False,True,False,False,False
Genium Cellar Ecologic 2004,"Priorat, Spain",92.0,False,False,False,True,False,False,False
Genium Cellar Genium 2004,"Priorat, Spain",91.0,False,False,False,True,False,False,False
Gentilini Robola 2008,Greece,90.0,False,False,False,False,False,False,True
Gentilini Robola 2013,Greece,91.0,False,False,False,False,False,False,True
Gentilini Robola 2014,Greece,90.0,False,False,False,False,False,False,True
Gentilini Robola 2015,Greece,92.0,False,False,False,False,False,False,True
Gentilini Robola 2016,Greece,91.0,False,False,False,False,False,False,True
Geoff Merrill Cabernet Sauvignon 1996,Australia,90.0,False,False,False,True,False,False,False
Geoffroy Cuvee Volupte Brut,"Champagne, France",91.0,False,False,False,False,False,True,False
Georg Albrecht Schneider Niersteiner Hipping Riesling Spatlese 2011,Germany,92.0,False,False,False,False,False,False,True
Georg Albrecht Schneider Niersteiner Hipping Riesling Spatlese 2012,Germany,90.0,False,False,False,False,False,False,True
Georg Albrecht Schneider Niersteiner Hipping Riesling Spatlese 2013,Germany,90.0,False,False,False,False,False,False,True
Georg Albrecht Schneider Niersteiner Hipping Riesling Spatlese 2014,Germany,89.0,False,False,False,False,False,False,True
Georg Albrecht Schneider Niersteiner Paterberg Riesling Kabinett 2014,Germany,89.0,False,False,False,False,False,False,True
Georg Breuer Terra Montosa 1999,"Rheingau, Germany",88.0,False,False,False,False,False,False,True
Georg Breuer Terra Montosa 2006,"Rheingau, Germany",92.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Coteau de Vernon 2006,"Condrieu, Rhone, France",96.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Coteau de Vernon 2012,"Condrieu, Rhone, France",93.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Les Chaillees de L'Enfer 2006,"Condrieu, Rhone, France",93.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Les Chaillees de L'Enfer 2012,"Condrieu, Rhone, France",91.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Les Chaillees de L'Enfer 2016,"Condrieu, Rhone, France",96.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Les Chaillees de L'Enfer 2017,"Condrieu, Rhone, France",93.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Terrasses de l'Empire 2012,"Condrieu, Rhone, France",91.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Terrasses de l'Empire 2013,"Condrieu, Rhone, France",92.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Terrasses de l'Empire 2014,"Condrieu, Rhone, France",91.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Terrasses de l'Empire 2015,"Condrieu, Rhone, France",93.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Terrasses de l'Empire 2016,"Condrieu, Rhone, France",91.0,False,False,False,False,False,False,True
Georges Vernay Condrieu Terrasses de l'Empire 2017,"Condrieu, Rhone, France",93.0,False,False,False,False,False,False,True
Georges Vernay Cote-Rotie Blonde du Seigneur 2012,"Cote Rotie, Rhone, France",91.0,False,False,False,True,False,False,False
Georges Vernay Cote-Rotie Blonde du Seigneur 2013,"Cote Rotie, Rhone, France",92.0,False,False,False,True,False,False,False
Georges Vernay Cote-Rotie Maison Rouge (1.5 Liter Magnum) 2011,"Cote Rotie, Rhone, France",92.0,False,False,False,True,False,False,False
Georges Vernay Cote-Rotie Maison Rouge (1.5 Liter Magnum) 2013,"Cote Rotie, Rhone, France",92.0,False,False,False,True,False,False,False
Georges Vernay Cote-Rotie Maison Rouge 2005,"Cote Rotie, Rhone, France",94.0,False,False,False,True,False,False,False
Georges Vernay Cote-Rotie Maison Rouge 2011,"Cote Rotie, Rhone, France",92.0,False,False,False,True,False,False,False
Georges Vernay Cote-Rotie Maison Rouge 2012,"Cote Rotie, Rhone, France",93.0,False,False,False,True,False,False,False
Georges Vernay Cote-Rotie Maison Rouge 2013,"Cote Rotie, Rhone, France",92.0,False,False,False,True,False,False,False
Georges Vernay Cote-Rotie Maison Rouge 2016,"Cote Rotie, Rhone, France",96.0,False,False,False,True,False,False,False
Georges Vernay Cotes du Rhone Sainte-Agathe 2007,"Cotes du Rhone, Rhone, France",90.0,False,False,False,True,False,False,False
Georges Vernay Cotes du Rhone Sainte-Agathe 2012,"Cotes du Rhone, Rhone, France",93.0,False,False,False,True,False,False,False
Georges Vernay Cotes du Rhone Sainte-Agathe 2014,"Cotes du Rhone, Rhone, France",90.0,False,False,False,True,False,False,False
Georges Vernay Saint-Joseph La Dame Brune 2005,"Cotes du Rhone, Rhone, France",94.0,False,False,False,True,False,False,False
Georges Vernay St Joseph Terres d'Encre 2012,"Saint-Joseph, Rhone, France",91.0,False,False,False,True,False,False,False
Georges Vernay St Joseph Terres d'Encre 2014,"Saint-Joseph, Rhone, France",92.0,False,False,False,True,False,False,False
Georges Vigouroux Gouleyant Malbec 2015,"Cahors, Southwest, France",89.0,False,False,False,True,False,False,False
Georges Vigouroux Pigmentum Malbec 2010,France,90.0,False,False,False,True,False,False,False
Gerard & Pierre Morin Sancerre Vieilles Vignes 2015,"Sancerre, Loire, France",90.0,False,False,False,False,False,False,True
Gerard Bertrand Ballerine Etoile Brut Rose,"Cremant de Limoux, Limoux, Languedoc, South of France, France",90.0,False,False,False,False,False,True,False
Gerard Bertrand Cap Insula Red 2015,"Languedoc, South of France, France",92.0,False,False,False,True,False,False,False
Gerard Bertrand Chateau La Sauvageonne Rose 2014,"Languedoc, South of France, France",90.0,False,False,True,False,False,False,False
Gerard Bertrand Chateau l'Hospitalet Blanc 2008,"Languedoc, South of France, France",90.0,False,False,False,False,False,False,True
Gerard Bertrand Chateau L'Hospitalet Grand Vin Rouge 2016,"La Clape, Languedoc, South of France, France",92.0,False,False,False,True,False,False,False
Gerard Bertrand Cigalus Blanc 2014,"Languedoc, South of France, France",90.0,False,False,False,False,False,False,True
Gerard Bertrand Cigalus Rouge 2010,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Cigalus Rouge 2014,"Languedoc, South of France, France",92.0,False,False,False,True,False,False,False
Gerard Bertrand Clos d'Ora Rouge 2012,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",94.0,False,False,False,True,False,False,False
Gerard Bertrand Clos d'Ora Rouge 2013,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",92.0,False,False,False,True,False,False,False
Gerard Bertrand Clos d'Ora Rouge 2015,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",93.0,False,False,False,True,False,False,False
Gerard Bertrand Clos d'Ora Rouge 2016,"Minervois La Liviniere, Minervois, Languedoc, South of France, France",94.0,False,False,False,True,False,False,False
Gerard Bertrand Code Rouge Blanc de Blanc,"Cremant de Limoux, Limoux, Languedoc, South of France, France",90.0,False,False,False,False,False,True,False
Gerard Bertrand Corbieres 2010,"Corbieres, Languedoc, South of France, France",88.0,False,False,False,True,False,False,False
Gerard Bertrand Corbieres 2011,"Corbieres, Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Corbieres 2013,"Corbieres, Languedoc, South of France, France",89.0,False,False,False,True,False,False,False
Gerard Bertrand Corbieres 2014,"Corbieres, Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Corbieres 2015,"Corbieres, Languedoc, South of France, France",89.0,False,False,False,True,False,False,False
Gerard Bertrand Corbieres 2016,"Corbieres, Languedoc, South of France, France",89.0,False,False,False,True,False,False,False
Gerard Bertrand Cotes du Roussillon Tautavel Hommage aux Vignerons 2007,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",93.0,False,False,False,True,False,False,False
Gerard Bertrand Cotes du Roussillon Tautavel Hommage aux Vignerons 2011,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Cuvee Thomas Jefferson Cremant de Limoux Brut 2012,"Cremant de Limoux, Limoux, Languedoc, South of France, France",90.0,False,False,False,False,False,True,False
Gerard Bertrand Fitou 2009,"Fitou, Languedoc, South of France, France",88.0,False,False,False,True,False,False,False
Gerard Bertrand Fitou 2011,"Fitou, Languedoc, South of France, France",91.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir La Clape 2009,"La Clape, Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir La Clape 2011,"La Clape, Languedoc, South of France, France",91.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir La Clape 2013,"La Clape, Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Les Aspres 2011,"Cotes du Roussillon-Les Aspres, Côtes du Roussillon-Villages, Roussillon, South of France, France",91.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Les Aspres 2013,"Cotes du Roussillon-Les Aspres, Côtes du Roussillon-Villages, Roussillon, South of France, France",92.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Pic Saint Loup 2009,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Pic Saint Loup 2011,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Tautavel 2006,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",87.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Tautavel 2008,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Tautavel 2013,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",91.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Tautavel 2011,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",91.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Tautavel 2015,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Grand Terroir Tautavel 2016,"Cotes du Roussillon-Tautavel, Côtes du Roussillon-Villages, Roussillon, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Gris Blanc Rose 2013,"Pays d’Oc, South of France, France",88.0,False,False,True,False,False,False,False
Gerard Bertrand Gris Blanc Rose 2014,"Pays d’Oc, South of France, France",91.0,False,False,True,False,False,False,False
Gerard Bertrand Kosmos Organic Red Blend 2014,"Vin de France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Kosmos Organic Red Blend 2016,"Vin de France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Languedoc 2011,"Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Languedoc 2013,"Languedoc, South of France, France",89.0,False,False,False,True,False,False,False
Gerard Bertrand Minervois 2010,"Minervois, Languedoc, South of France, France",88.0,False,False,False,True,False,False,False
Gerard Bertrand Minervois 2008,"Minervois, Languedoc, South of France, France",91.0,False,False,False,True,False,False,False
Gerard Bertrand Minervois 2011,"Minervois, Languedoc, South of France, France",90.0,False,False,False,True,False,False,False
Gerard Bertrand Minervois 2013,"Minervois, Languedoc, South of France, France",92.0,False,False,False,True,False,False,False
Gerard Bertrand Saint Chinian 2009,"Saint-Chinian, Languedoc, South of France, France",91.0,False,False,False,True,False,False,False
Gerard Neumeyer Les Deux M Gewurztraminer 2013,"Alsace, France",89.0,False,False,False,False,False,False,True
Gerovassiliou Epanomi White Blend 2013,Greece,90.0,False,False,False,False,False,False,True
Gerovassiliou Malagousia 2014,"Macedonia, Greece",91.0,False,False,False,False,False,False,True
Gerovassiliou Malagousia 2015,"Macedonia, Greece",90.0,False,False,False,False,False,False,True
Geyser Peak Alexander Valley Reserve Cabernet Sauvignon 1999,"Alexander Valley, Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Alexander Valley Reserve Chardonnay 1999,"Alexander Valley, Sonoma County, California",88.0,False,False,False,False,False,False,True
Geyser Peak Alexander Valley Reserve Shiraz 1998,"Alexander Valley, Sonoma County, California",88.0,False,False,False,True,False,False,False
Geyser Peak Alexander Valley Tectonic Red Blend 2011,"Alexander Valley, Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Cabernet Sauvignon 2001,"Sonoma County, California",89.0,False,False,False,True,False,False,False
Geyser Peak Cabernet Sauvignon 2003,"Sonoma County, California",91.0,False,False,False,True,False,False,False
Geyser Peak Cabernet Sauvignon 2006,"Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Cabernet Sauvignon 2007,"Sonoma County, California",87.0,False,False,False,True,False,False,False
Geyser Peak Cabernet Sauvignon 2008,"Sonoma County, California",87.0,False,False,False,True,False,False,False
Geyser Peak Cabernet Sauvignon 2009,"Sonoma County, California",89.0,False,False,False,True,False,False,False
Geyser Peak Chardonnay 2005,"Sonoma County, California",87.0,False,False,False,False,False,False,True
Geyser Peak Chardonnay 2011,"Sonoma County, California",87.0,False,False,False,False,False,False,True
Geyser Peak Chardonnay 2014,California,90.0,False,False,False,False,False,False,True
Geyser Peak Gewurztraminer 2001,"Sonoma County, California",86.0,False,False,False,False,False,False,True
Geyser Peak Kuimelis Cabernet Sauvignon 2001,"Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Merlot 2014,California,90.0,False,False,False,True,False,False,False
Geyser Peak Pinot Grigio 2012,California,89.0,False,False,False,False,False,False,True
Geyser Peak Pinot Grigio 2016,California,89.0,False,False,False,False,False,False,True
Geyser Peak Reserve Alexandre Meritage 1996,"Sonoma County, California",89.0,False,False,False,True,False,False,False
Geyser Peak Reserve Alexandre Meritage 1998,"Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Reserve Alexandre Meritage 1999,"Sonoma County, California",93.0,False,False,False,True,False,False,False
Geyser Peak Reserve Alexandre Meritage 1997,"Sonoma County, California",93.0,False,False,False,True,False,False,False
Geyser Peak Reserve Alexandre Meritage 2004,"Sonoma County, California",91.0,False,False,False,True,False,False,False
Geyser Peak Reserve Alexandre Meritage 2005,"Sonoma County, California",93.0,False,False,False,True,False,False,False
Geyser Peak Reserve Alexandre Meritage 2007,"Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Reserve Alexandre Meritage 2007 3-Pack,"Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Reserve Cabernet Sauvignon 2001,"Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Reserve Cabernet Sauvignon 2003,"Sonoma County, California",91.0,False,False,False,True,False,False,False
Geyser Peak Reserve Cabernet Sauvignon 2007,"Sonoma County, California",93.0,False,False,False,True,False,False,False
Geyser Peak Reserve Merlot 1998,"Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Ricci Chardonnay 1999,"Sonoma County, California",91.0,False,False,False,False,False,False,True
Geyser Peak Ricci Chardonnay 2001,"Sonoma County, California",90.0,False,False,False,False,False,False,True
Geyser Peak Ricci Chardonnay 2000,"Sonoma County, California",89.0,False,False,False,False,False,False,True
Geyser Peak River Ranches Sauvignon Blanc 2007,California,90.0,False,False,False,False,False,False,True
Geyser Peak River Ranches Sauvignon Blanc 2008,"Russian River, Sonoma County, California",92.0,False,False,False,False,False,False,True
Geyser Peak River Ranches Sauvignon Blanc 2009,"Russian River, Sonoma County, California",90.0,False,False,False,False,False,False,True
Geyser Peak River Ranches Sauvignon Blanc 2010,"Russian River, Sonoma County, California",89.0,False,False,False,False,False,False,True
Geyser Peak River Ranches Sauvignon Blanc 2011,"Russian River, Sonoma County, California",88.0,False,False,False,False,False,False,True
Geyser Peak Russian River Chardonnay 1998,"Russian River, Sonoma County, California",89.0,False,False,False,False,False,False,True
Geyser Peak Russian River Chardonnay 2001,"Russian River, Sonoma County, California",88.0,False,False,False,False,False,False,True
Geyser Peak Sauvignon Blanc 1998,"Sonoma County, California",90.0,False,False,False,False,False,False,True
Geyser Peak Sauvignon Blanc 1999,"Sonoma County, California",90.0,False,False,False,False,False,False,True
Geyser Peak Sauvignon Blanc 2000,"Sonoma County, California",87.0,False,False,False,False,False,False,True
Geyser Peak Sauvignon Blanc 2012,California,90.0,False,False,False,False,False,False,True
Geyser Peak Sauvignon Blanc 2015,California,89.0,False,False,False,False,False,False,True
Geyser Peak Sauvignon Blanc 2016,California,90.0,False,False,False,False,False,False,True
Geyser Peak Sonoma County Reserve Cabernet Sauvignon 2000,"Sonoma County, California",91.0,False,False,False,True,False,False,False
Geyser Peak Walking Tree Vineyard Cabernet Sauvignon 2004,"Sonoma County, California",92.0,False,False,False,True,False,False,False
Geyser Peak Walking Tree Vineyard Cabernet Sauvignon 2006,"Sonoma County, California",91.0,False,False,False,True,False,False,False
Geyser Peak Walking Tree Vineyard Cabernet Sauvignon 2007,"Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Walking Tree Vineyard Cabernet Sauvignon 2012,"Alexander Valley, Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Walking Tree Vineyard Cabernet Sauvignon 2013,"Alexander Valley, Sonoma County, California",91.0,False,False,False,True,False,False,False
Geyser Peak Walking Tree Vineyard Cabernet Sauvignon 2014,"Alexander Valley, Sonoma County, California",90.0,False,False,False,True,False,False,False
Geyser Peak Water Bend Chardonnay 2015,"Sonoma County, California",90.0,False,False,False,False,False,False,True
Geyser Peak Zinfandel 1998,"Sonoma County, California",92.0,False,False,False,True,False,False,False
Geyser Peak Zinfandel 2000,"Sonoma County, California",88.0,False,False,False,True,False,False,False
G.H. Mumm Blanc de Blancs Mumm de Cramant,"Champagne, France",92.0,False,False,False,False,False,True,False
G.H. Mumm Brut Cordon Rouge,"Champagne, France",90.0,False,False,False,False,False,True,False
G.H. Mumm Brut Cordon Rouge (1.5 Liter Magnum),"Champagne, France",90.0,False,False,False,False,False,True,False
G.H. Mumm Brut Cordon Rouge (375ML half-bottle),"Champagne, France",90.0,False,False,False,False,False,True,False
G.H. Mumm Brut Cordon Rouge with Champagne Flutes,"Champagne, France",92.0,False,False,False,False,False,True,False
G.H. Mumm Brut Grand Cordon (6 Liter Bottle - Methuselah),"Champagne, France",90.0,False,False,False,False,False,True,False
G.H. Mumm Cuvee Rene Lalou (1.5 Liter Magnum) 1998,"Champagne, France",90.0,False,False,False,False,False,True,False
G.H. Mumm Cuvee Rene Lalou 1998,"Champagne, France",90.0,False,False,False,False,False,True,False
G.H. Mumm Grand Cordon Rose,"Champagne, France",91.0,False,False,False,False,False,True,False
G.H. Mumm Grand Cru,"Champagne, France",93.0,False,False,False,False,False,True,False
G.H. Mumm Mumm de Cramant (1.5 Liter Magnum),"Champagne, France",91.0,False,False,False,False,False,True,False
Ghost Block MorgaenLee Sauvignon Blanc 2015,"Yountville, Napa Valley, California",90.0,False,False,False,False,False,False,True
Ghost Block MorgaenLee Sauvignon Blanc 2016,"Yountville, Napa Valley, California",92.0,False,False,False,False,False,False,True
Ghost Block Oakville Estate Cabernet Sauvignon 2006,"Oakville, Napa Valley, California",94.0,False,False,False,True,False,False,False
Ghost Block Oakville Estate Cabernet Sauvignon 2008,"Oakville, Napa Valley, California",91.0,False,False,False,True,False,False,False
Ghost Block Oakville Estate Cabernet Sauvignon 2010,"Oakville, Napa Valley, California",92.0,False,False,False,True,False,False,False
Ghost Block Oakville Estate Cabernet Sauvignon 2012,"Oakville, Napa Valley, California",92.0,False,False,False,True,False,False,False
Ghost Block Oakville Estate Cabernet Sauvignon 2013,"Oakville, Napa Valley, California",91.0,False,False,False,True,False,False,False
Ghost Block Oakville Estate Cabernet Sauvignon 2014,"Oakville, Napa Valley, California",92.0,False,False,False,True,False,False,False
Ghost Block Oakville Estate Cabernet Sauvignon 2015,"Oakville, Napa Valley, California",91.0,False,False,False,True,False,False,False
Ghost Block Pelissa Vineyard Zinfandel 2014,"Oakville, Napa Valley, California",90.0,False,False,False,True,False,False,False
Ghost Block Single Vineyard Cabernet Sauvignon (1.5L Magnum) 2015,"Yountville, Napa Valley, California",90.0,False,False,False,True,False,False,False
Ghost Block Single Vineyard Cabernet Sauvignon 2013,"Yountville, Napa Valley, California",93.0,False,False,False,True,False,False,False
Ghost Block Single Vineyard Cabernet Sauvignon 2014,"Yountville, Napa Valley, California",92.0,False,False,False,True,False,False,False
Ghost Block Single Vineyard Cabernet Sauvignon 2015,"Yountville, Napa Valley, California",90.0,False,False,False,True,False,False,False
Ghost Block Single Vineyard Cabernet Sauvignon 2016,"Yountville, Napa Valley, California",90.0,False,False,False,True,False,False,False
Ghost Pines Cabernet Sauvignon 2006,"Napa Valley, California",90.0,False,False,False,True,False,False,False
Ghost Pines Cabernet Sauvignon 2015,"North Coast, California",89.0,False,False,False,True,False,False,False
Ghost Pines Chardonnay 2006,"Napa Valley, California",90.0,False,False,False,False,False,False,True
Ghost Pines Merlot 2009,California,89.0,False,False,False,True,False,False,False
Ghost Pines Red Blend 2009,California,90.0,False,False,False,True,False,False,False
Ghost Pines Red Blend 2010,California,90.0,False,False,False,True,False,False,False
Ghost Pines Red Blend 2012,California,89.0,False,False,False,True,False,False,False
Ghost Pines Winemaker's Blend Pinot Noir 2016,California,90.0,False,False,False,True,False,False,False
Ghost Pines Zinfandel 2013,California,91.0,False,False,False,True,False,False,False
Ghost Pines Zinfandel 2015,California,89.0,False,False,False,True,False,False,False
Ghostwriter Aptos Creek Vineyard Pinot Noir 2015,"Santa Cruz Mountains, California",90.0,False,False,False,True,False,False,False
Ghostwriter Santa Cruz County Pinot Noir 2016,California,91.0,False,False,False,True,False,False,False
Giachino Abymes Monfarina 2008,"Jura, France",90.0,False,False,False,False,False,False,True
Giacomo Conterno Cascina Francia Barolo (1.5 Liter Magnum) 2004,"Barolo, Piedmont, Italy",97.0,False,False,False,True,False,False,False
Giacomo Conterno Cascina Francia Barolo 2004,"Barolo, Piedmont, Italy",97.0,False,False,False,True,False,False,False
Giacomo Conterno Monfortino Barolo Riserva 2002,"Barolo, Piedmont, Italy",98.0,False,False,False,True,False,False,False
Giacomo Conterno Monfortino Barolo Riserva 2006,"Barolo, Piedmont, Italy",98.0,False,False,False,True,False,False,False
Giacomo Conterno Monfortino Barolo Riserva 2010,"Barolo, Piedmont, Italy",97.0,False,False,False,True,False,False,False
Giacomo Grimaldi Barolo Le Coste 2001,"Barolo, Piedmont, Italy",93.0,False,False,False,True,False,False,False
Giacomo Grimaldi Barolo Sotto Castello 2006,"Barolo, Piedmont, Italy",90.0,False,False,False,True,False,False,False
Giacomo Grimaldi Barolo Sotto Castello 2005,"Barolo, Piedmont, Italy",92.0,False,False,False,True,False,False,False
Giacomo Mori Chianti 2008,"Chianti, Tuscany, Italy",90.0,False,False,False,True,False,False,False
Giacomo Mori Chianti (375ML half-bottle) 2008,"Chianti, Tuscany, Italy",90.0,False,False,False,True,False,False,False
Giaconda Estate Chardonnay 2005,Australia,95.0,False,False,False,False,False,False,True
Giaconda Estate Chardonnay 2004,Australia,96.0,False,False,False,False,False,False,True
Giaconda Warner Vineyard Shiraz 2004,Australia,93.0,False,False,False,True,False,False,False
Giaconda Warner Vineyard Shiraz 2005,Australia,90.0,False,False,False,True,False,False,False
Gianni Brunelli Brunello di Montalcino 2010,"Montalcino, Tuscany, Italy",93.0,False,False,False,True,False,False,False
Gianni Brunelli Brunello di Montalcino 2011,"Montalcino, Tuscany, Italy",90.0,False,False,False,True,False,False,False
Gianni Brunelli Brunello di Montalcino 2012,"Montalcino, Tuscany, Italy",91.0,False,False,False,True,False,False,False
Gianni Brunelli Brunello di Montalcino 2013,"Montalcino, Tuscany, Italy",93.0,False,False,False,True,False,False,False
Gianni Brunelli Brunello di Montalcino 2014,"Montalcino, Tuscany, Italy",92.0,False,False,False,True,False,False,False
Gianni Brunelli Brunello di Montalcino Riserva 2006,"Montalcino, Tuscany, Italy",94.0,False,False,False,True,False,False,False
Gianni Brunelli Brunello di Montalcino Riserva 2012,"Montalcino, Tuscany, Italy",94.0,False,False,False,True,False,False,False
Gianni Brunelli Brunello di Montalcino Riserva 2013,"Montalcino, Tuscany, Italy",96.0,False,False,False,True,False,False,False
Gianni Brunelli Rosso di Montalcino 2016,"Montalcino, Tuscany, Italy",90.0,False,False,False,True,False,False,False
Gianni Gagliardo Barolo 2011,"Barolo, Piedmont, Italy",90.0,False,False,False,True,False,False,False
Gianni Gagliardo Barolo 2012,"Barolo, Piedmont, Italy",91.0,False,False,False,True,False,False,False
Gianni Gagliardo Barolo 2015,"Barolo, Piedmont, Italy",92.0,False,False,False,True,False,False,False
Gianni Gagliardo Barolo Lazzarito Vigna Preve 2011,"Barolo, Piedmont, Italy",91.0,False,False,False,True,False,False,False
Gianni Gagliardo Barolo Serre 2011,"Barolo, Piedmont, Italy",92.0,False,False,False,True,False,False,False
Gianni Voerzio La Serra Barolo 1999,"Barolo, Piedmont, Italy",90.0,False,False,False,True,False,False,False
